ID,Text,Comment
NaturalResources.Dried,Died from drying out.,Shown for plants which died from lack of water. Please keep short.
NaturalResources.DroughtResistance,Resistència a la sequera: {0} dies,The number of days a plant can survive in a drought.
NaturalResources.GenericDied,Ha mort.,Refers to a plant.
NaturalResources.Healthy,Està regada i saludable.,Shown when plant is healthy and has no problems with growth
NaturalResources.Visibility.Hide,Amaga recursos naturals,Tooltip for button hiding natural resources
NaturalResources.Visibility.Show,Mostra recursos naturals,Tooltip for button showing natural resources
Need.BadwaterContamination.DisplayName,Contaminació,Title of an effect that shows up when a beaver is contaminated. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Need.BeeSting.DisplayName,Picada d'abella,Title of an effect that shows up when a beaver has been stung by a bee.
Need.ChippedTeeth.DisplayName,Dents trencades,Title of an effect that shows up when a beaver has chipped its teeth
Need.Hunger.DeathMessage,Ha mort de fam.,Preceded by beaver name.
Need.Hunger.DisplayName,Fam,Title of a beaver need related to its hunger
Need.Injury.DisplayName,Lesió,Title of an effect that shows up when a beaver has been injured
Need.Power.DisplayName,Energia,A need satisfied when a bot recharges.
Need.Roof.DisplayName,Teulada,"Same as Building.Roof2x2.DisplayName without the size. It refers to roofs as one of the available decorations, do not confuse with Shelter which is a separate need."
Need.Shelter.DisplayName,Sostre,A need that is fulfilled when a beaver has a house.
Need.Sleep.DisplayName,Son,A need satisfied when a beaver sleeps.
Need.Thirst.DeathMessage,Ha mort de set.,Preceded by beaver name
Need.Thirst.DisplayName,Set,A need satisfied by providing water.
Need.WetFur.DisplayName,Pell mullada,An effect that occurs when a beaver enters water and is wet. It's a positive effect and it stays for a time after the beaver leaves water.
NeedGroup.Aesthetics.DisplayName,Estètica,"Name of a need group where needs are satisfied by decorating your settlement, previously Need.Esthetics.DisplayName"
NeedGroup.Awe.DisplayName,Meravella,Same as the Need named Awe
NeedGroup.BasicNeeds.DisplayName,Necessitats bàsiques,"A group of needs which includes needs such as Hunger, Water, Shelter etc."
NeedGroup.Boosts.DisplayName,Impulsos,Name of a group containing boosting effects for bots
NeedGroup.Fun.DisplayName,Diversió,"Name of a need group where needs are satisfied by building attractions for the beavers, previously Need.Fun.DisplayName"
NeedGroup.Happiness.DisplayName,Felicitat,General happiness of the populace
NeedGroup.Knowledge.DisplayName,Coneixement,"Name of a need group where needs are satisfied when beavers learn new stuff, previously Need.Knowledge.DisplayName"
NeedGroup.Nutrition.DisplayName,Nutrició,Same as the need named Nutrition
NeedGroup.SocialLife.DisplayName,Vida social,"Name of a need group where needs are satisfied by letting beavers be social and chat with other beavers, previously Need.SocialLife.DisplayName"
NeedGroup.Temporary.DisplayName,Efectes temporals,"Name of a need group containing temporary effects, both positive and negative."
Needs.Beaver.DeathWarning,El castor morirà aviat.,
Needs.HeatProtection,Protegeix de: {0},"Shown on a tooltip, when need protects from heat effects. {0} stands for heat effect name."
Needs.InRange,dins de {0} rajoles,"{0} stands for radius size (area of effect), text is shown after Need.DisplayName to indicate its radius"
Needs.SatisfiesInRange,Satisfà {0} dins de {1} rajoles,{0} stands for Need.DisplayName {1} stands for radius size (area of effect)
NewGame.Notification,S'ha trobat fusta i aigua. Un nou començament.,Notification when a new game is started
NewGameConfigurationPanel.Aged,d'edat,"Describing age of beavers, between text fields, example: 'Starting beavers: [20] aged [10]'"
NewGameConfigurationPanel.BadtideDuration,Durada de la marea tòxica,"Label of a setting, how long badtide season could be. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.BadtideDurationHandicap,Reducció de la durada de la marea tòxica,"Label of a setting, makes badtide season shorter during a game, example usage: 'Badtide duration handicap: 50%. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.ChanceForBadtide,Probabilitat de marea tòxica,"Label of a setting, what is the chance for a badtide season. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.Custom,Personalitzat,Game mode keep short
NewGameConfigurationPanel.Customize,Personalitza,Label of the button that opens the customization panel.
NewGameConfigurationPanel.Cycles,cicles,"Cycle is a unit of time shown after a number, example usage: '10 cycles'. Must be consistent with Weather.CycleAndDayLong."
NewGameConfigurationPanel.CyclesBeforeBadtideRandomization,Cicles sense marea tòxica,"Label of a setting, how many cycles there will be without badtide seaon possibility. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.Days,dies,"Shown after a number field, example usage: '10 days'"
NewGameConfigurationPanel.DemolishableRecoveryRate,Percentatge de recuperació de l'edifici,"Label of a setting, defines how much goods user will get back after demolishing a building, example usage: 'Building refund rate: 75%'"
NewGameConfigurationPanel.DroughtDuration,Durada de la sequera,"Label of a setting, how long drought is during each cycle."
NewGameConfigurationPanel.DroughtDurationHandicap,Reducció de la durada de la sequera,"Label of a setting, makes droughts shorter during a game, example usage: 'Drought duration handicap: 50%"
NewGameConfigurationPanel.Easy,Fàcil,Game mode keep short
NewGameConfigurationPanel.EasyModeDescription,"Encara estàs aprenent o vols una experiència relaxada de construcció de ciutats.

El teu assentament comença amb una abundància de recursos.

Els castors consumeixen menys menjar i aigua.

Les sequeres i les marees tòxiques són rares i curtes.",Badtide should be the same as Weather.Badtide
NewGameConfigurationPanel.EnableBadtides,Marees tòxiques,"Label of the checkbox that enables badtides, ""Badtides"" should be plural of Weather.Badtide."
NewGameConfigurationPanel.EnableDroughts,Sequeres,"Label of the checkbox that enables droughts, ""Droughts"" should be plural of Weather.Drought."
NewGameConfigurationPanel.FoodConsumption,Consum d'aliments,"Label of a setting, how much food beavers consume during a game. For example 'Food consumption: 60%'"
NewGameConfigurationPanel.For,durant,"Specifies a duration, between text fields, example usage: 'Drought duration handicap: [50%] for [10] cycles'"
NewGameConfigurationPanel.Hard,Difícil,Game mode keep short
NewGameConfigurationPanel.HardModeDescription,"Els humans no ho van aconseguir i tu tampoc.

El teu assentament comença amb pocs recursos.

Les sequeres i les marees tòxiques són severes i empitjoren amb el temps.

Esmola els teus incisius.",Hard difficulty description. 'did not make it' as in they did not survive. 'sharpen your incisors' is meant to be a kind of a call to arms before a tough game. Badtide should be the same as Weather.Badtide
NewGameConfigurationPanel.InjuryChance,Probabilitat de lesió,"Label of a setting, how often injuries occur in workshops (relative to predefined value), example usage: 'Injury chance: 50%'. Injury must be the same as Need.Injury.DisplayName"
NewGameConfigurationPanel.Normal,Normal,Game mode keep short
NewGameConfigurationPanel.NormalModeDescription,"Vols un repte.

El teu assentament comença amb recursos moderats.

Les sequeres i les marees tòxiques són més suaus al principi però s'intensifiquen amb el temps.", Badtide should be the same as Weather.Badtide
NewGameConfigurationPanel.Start,Inicia,A button starting the game please keep short
NewGameConfigurationPanel.StartingAdults,Adults inicials,"Label of a setting, number of adults spawned at the start of a game."
NewGameConfigurationPanel.StartingChildren,Cadells inicials,"Label of a setting, number of children spawned at the start of a game."
NewGameConfigurationPanel.StartingFood,Aliment inicial,"Label of a setting, amount of food available at the start of a game."
NewGameConfigurationPanel.StartingWater,Aigua inicial,"Label of a setting, amount of water available at the start of a game."
NewGameConfigurationPanel.SubHeader,Mode de joc,
NewGameConfigurationPanel.TemperateWeatherDuration,Durada del temps temperat,"Label of a setting, how long temperate weather is during each cycle."
NewGameConfigurationPanel.To,a,"Describes a range of numbers, example usage: '20 to 50%'"
NewGameConfigurationPanel.WaterConsumption,Consum d'aigua,"Label of a setting, how much water beavers consume during a game, for example 'Water consumption: 60%'."
NewGameFactionPanel.SubHeader,Tria la teva facció,
NewGameMapPanel.SubHeader,Seleccionar Mapa,
NewMapPanel.Header,Crear nou mapa,
Planting.NoPriorityOption,Cap,No resource is prioritized
Planting.Prioritize,Recurs prioritzat,Which resource to prioritize when planting.
Planting.ReplantDeadTrees,Torna a plantar els arbres morts no marcats per tallar,Label of toggle in forester panel fragment
Planting.UnlockPrompt,Has de desbloquejar {0} per plantar {1}.,{0} stands for Building.DisplayName {1} stands for NaturalResource.DisplayName.
PlantingTool.Description,Fes servir aquesta eina per designar una àrea de plantació.,
PlantingTool.RequiredBuilding,Edifici necessari: {0},{0} stands for Building.DisplayName.
PlayerData.CorruptedDataInfo.CorruptedFilePresent,Pots consultar la còpia del fitxer de dades del jugador malmès a la <link><b>carpeta de documents del joc</b></link>.,Corrupted means broken or unusable due to some error.
PlayerData.CorruptedDataInfo.Header,"Hi ha hagut un problema en llegir el fitxer del jugador. N'hem restaurat el contingut des d'una còpia de seguretat local, però alguns detalls (incloent-hi les faccions desbloquejades i els mapes dominats) es poden haver perdut.",
Population.AllPerished,"I, tot i que tots els castors van morir, el riu va continuar fluint,
la seva breu existència no fou més que una mota de pols de fusta.",UI information displayed as a tooltip when the entire population has died.
Priorities.VeryLow,Molt baix,Please keep short
Priorities.Low,Baix,Please keep short
Priorities.Normal,Normal,Please keep short
Priorities.High,Alt,Please keep short
Priorities.VeryHigh,Molt alt,Please keep short
RecoverableGood.RecoveredGoods,Materials recuperats:,Label on tooltip that shows up when the player want to destroy building(s). Followed by list of goods.
RecoveredGoodStack.DeletePrompt,Tots els materials emmagatzemats a les runes es perdran. Segur que vols eliminar-les?,"Prompt shown when the player clicks delete button on chosen rubble,Rubble should be the same as RecoveredGoodStack.DisplayName"
RecoveredGoodStack.Description,Materials que queden després d'enderrocar un edifici. Els constructors els poden recollir.,Description of stack of goods spawned after destroying a building. Builders should be translated the same way as in Building.BuildersHut.Description key
RecoveredGoodStack.DisintegrationCountdown,Es desintegrarà en: {0} dies,Info on rubble entity panel disintegration countdown progress bar
RecoveredGoodStack.DisplayName,Runes,Display name of stack of goods spawned after destroying a building
RecoveredGoodStack.FlavorDescription,De totes maneres tapava la vista.,
RecoveredGoodStack.Priority,Prioritat de recollida:,Setting a priority for goods gathering work on a Rubble. Could be similar to Demolish.PriorityTitle
Resources.GatheredBy,Recollit per:,"Header above list of buildings that can gather certain resource. Gathered is meant as general term, containing resource gathering of gatherers, farmers, lumberjacks, tappers."
Ruins.ShuffleModel,Barreja el model,Shuffle as in Randomize.
Saving.Autosave,Autodesat,Name of the autosaved game
Saving.CycleUnknown,Cicle desconegut,"Text shown in old save games labels that don't have cycle information. ""Cycle"" should be the same as in Weather.CycleAndDayLong"
Saving.DeleteSave,Elimina partida,A button. Please keep short.
Saving.DeleteSavePrompt,Segur que vols eliminar {0}?,{0} stands for save name
Saving.DeleteSettlement,Elimina assentament,A button. Please keep short.
Saving.DeleteSettlementPrompt,Segur que vols eliminar l'assentament {0}? Això eliminarà totes les partides de l'assentament.,{0} stands for settlement name
Saving.Error,Desat fallit! Evita caràcters il·legals i assegura suficient espai d'emmagatzematge.,Message shown to player when saving game or map failed
Saving.InvalidFile,"La partida que estàs intentant carregar està corrupta!

Assentament: {0}
Desat: {1}",Error message shown after trying to load a save file that is corrupted.
Saving.InvalidName,Nom no vàlid. Assegura't que no hi hagi caràcters il·legals al nom.,Error message shown after inputting a settlement name with illegal characters such > < ?.
Saving.LoadGamePanelHeader,Carregar partida,
Saving.MissingMacOSPermissionsLocKey,Timberborn necessita permís per desar les partides al teu dispositiu. Timberborn es tancarà ara i obrirà la configuració perquè puguis concedir els permisos necessaris.,A message shown to players if they did not grant the necessary permissions on macOS.
Saving.NameSettlement,Com vols anomenar el teu assentament?,A prompt in the box for naming your settlement after starting a new game.
Saving.NonCompatibleSaveVersion,"Aquesta partida no és compatible amb la versió actual.
Fem tot el possible per evitar-ho. Si us plau, inicia una partida nova per gaudir completament de les noves funcions.",
Saving.SaveExists,"La partida ""{0}"" ja existeix.",{0} stands for save name
Saving.SaveGamePanelHeader,Desar partida,
Saving.Saves,Partides guardades,One of the two headers in the load game panel. Shown above a list of saves assigned to a settlement.
Saving.SemiCompatibleSaveVersion,"Desa version ({0}) is incompatible with the current version ({1}). Loading it can cause crashes and game-breaking problems. We strongly recommend starting a new game to fully enjoy the new features.

Are you sure you want to load it?","{0} is the save version (e.g. 0.1.15.1), {1} is the game version (in the same format). This message is shown after a player tries to load an incompatible save."
Saving.Settlements,Assentaments,One of the two headers in the load game panel. Shown above a list of settlements.
Saving.SteamCompatibilityMessage,<RedHighlight><i>Pots jugar a una versió anterior del joc canviant a una branca personalitzada al client de Steam.</i></RedHighlight>,Additional message on Steam that is shown when the save is not compatible with the current version of the game. It is shown below Saving.SemiCompatibleSaveVersion and Saving.NonCompatibleSaveVersion messages.
Saving.TakenName,Ja tens un assentament amb aquest nom.,Error message shown after inputting a settlement name that is already used.
Science.SciencePoints,Punts de ciència,The name of a resource which can be spent to unlock new technology
Science.UnlockableOnce,<YellowHighlight>Desbloqueja una vegada per a tots els assentaments.</YellowHighlight>,When someone unlokcs this building in one settlement it unlocks for all their other settlements. The game normally required you to unlock a building separately in each playthrough.
Settings.Accessibility.DisableStarfieldRotation,Desactiva la rotació del camp d'estrelles,Label for disabling starfield (stars in the night sky) rotation in accessibility settings
Settings.Accessibility.Header,Accessibilitat,Header for accessibility section in settings panel
Settings.Analytics.ConsentToggle,Analítiques activades,Selected when giving consent to data collection/analytics.
Settings.Analytics.Header,Analítiques,Header for the data collection/analytics consent section.
Settings.GameSaving.AutoSavingOn,Autodesat,
Settings.General.Header,General,Header for general settings section
Settings.Graphics.AnisotropicFiltering,Filtratge anisotròpic,Label for anisotropic textures quality option
Settings.Graphics.AnisotropicTextures,Textures anisotròpiques,Label for anisotropic textures quality option
Settings.Graphics.AntiAliasing.FXAA,FXAA,Label for FXAA anti-aliasing option in graphics settings panel
Settings.Graphics.AntiAliasing.MSAAx2,MSAA x2,Label for MSAA with x2 resolution anti-aliasing option in graphics settings panel
Settings.Graphics.AntiAliasing.MSAAx4,MSAA x4,Label for MSAA with x4 resolution anti-aliasing option in graphics settings panel
Settings.Graphics.AntiAliasing.MSAAx8,MSAA x8,Label for MSAA with x8 resolution anti-aliasing option in graphics settings panel
Settings.Graphics.AntiAliasing.MacMSAAWarning,Això pot causar artefactes en maquinari antic.,Warning message for Mac users about potential artifacts when using MSAA anti-aliasing
Settings.Graphics.AntiAliasing.SMAA,SMAA,Label for SMAA anti-aliasing option in graphics settings panel
Settings.Graphics.AntiAliasingQuality,Anti-aliasing,Antialiasing dropdown label in graphics settings panel
Settings.Graphics.Bloom,Bloom,Label for bloom effect dropdown in graphics settings panel
Settings.Graphics.Header,Graphics quality,Header for graphics quality section in settings panel
Settings.Graphics.LightQuality,Additional lights quality,Label for additional lights quality dropdown setting
Settings.Graphics.OverallGraphicsQuality,Preset,Label for graphics quality dropdown
Settings.Graphics.Quality.Custom,Custom,Label for custom graphics quality option
Settings.Graphics.Quality.High,High,Label for high quality graphics option
Settings.Graphics.Quality.Low,Low,Label for low quality graphics option
Settings.Graphics.Quality.Medium,Medium,Label for medium quality graphics option
Settings.Graphics.Quality.Off,Off,"Label for graphics quality option that disables certain graphic effect, please keep short"
Settings.Graphics.Quality.On,On,"Label for graphics quality option that enables certain graphic effect, please keep short"
Settings.Graphics.Quality.Ultra,Ultra,Label for ultra quality graphics option
Settings.Graphics.ShadowQuality,Shadow quality,Label for shadow quality option
Settings.Graphics.TextureQuality,Texture quality,Label for texture quality option
Settings.Graphics.WaterQuality,Aigua quality,"Label for water quality dropdown, used in graphics settings panel"
Settings.Header,Configuració,
Settings.Intro.DisableIntro,Skip intro,Label for setting to skip intro cinematic
Settings.Input.DragCamera,Camera dragging,
Settings.Input.EdgePanCamera,Edge scrolling,"When this option is enabled, player can move camera by moving mouse to screen edge"
Settings.Input.EdgePanCameraSpeed,Edge scrolling speed,
Settings.Input.Header,Input,
Settings.Input.InvertZoom,Invert zoom,
Settings.Input.KeyboardCameraMovementSpeed,Keyboard movement speed,
Settings.Input.KeyboardCameraRotationSpeed,Keyboard rotation speed,
Settings.Input.KeyboardCameraZoomSpeed,Keyboard zoom speed,
Settings.Input.LockCursorInWindow,Lock cursor in window,"When this option is enabled, mouse cursor cannot leave game window / display"
Settings.Input.MouseCameraRotationSpeed,Mouse rotation speed,Label in settings.
Settings.Input.MouseWheelCameraZoomSpeed,Mouse wheel zoom speed,Label of a slider for setting the speed of camera zooming with the mouse wheel.
Settings.Input.OnScreenKeyboard.Auto,Auto,A dropdown item indicating OnScreen Keyboard mode.
Settings.Input.OnScreenKeyboard.Disabled,Disabled,A dropdown item indicating OnScreen Keyboard mode.
Settings.Input.OnScreenKeyboard.Enabled,Enabled,A dropdown item indicating OnScreen Keyboard mode.
Settings.Input.OnscreenKeyboard,Steam Big Picture keyboard:,Label for dropdown indicating OnScreen Keyboard mode
Settings.Input.SwapMouseCameraMovementWithRotation,Swap camera buttons,"When this option is enabled, the middle mouse button is swapped with the right mouse button"
Settings.Input.UnlockZoom,Unlimited zoom,Label for setting to unlock zoom limits
Settings.Language.Change,Change,Please keep short
Settings.Language.Current,Language:,
Settings.Language.Restart,Restart now,Please keep short
Settings.Language.Warning,Changes require game restart.,Warning shown when user changes language
Settings.Screen.AntiAliasing,Anti-aliasing,Label for anti-aliasing toggle in settings window
Settings.Screen.Brightness,Brightness,Label for overall brightness level setting in screen settings panel
Settings.Screen.FrameRateLimit,Frame rate limit,Label of a dropdown for setting a FPS limit. It should probably be left unchanged in most languages.
Settings.Screen.FrameRateLimit.Unlimited,Unlimited,A dropdown value indicating unlimited frame rate.
Settings.Screen.FrameRateLimit.Value,{0} FPS,{0} is a number. FPS stands for Frames Per Second.
Settings.Screen.FullScreen,Pantalla completa,
Settings.Screen.GraphicsQuality,Qualitat gràfica,
Settings.Screen.Header,Gràfics,
Settings.Screen.Quality.High,Alta,Please keep short
Settings.Screen.Quality.Low,Baixa,Please keep short
Settings.Screen.Quality.Medium,Mitjana,Please keep short
Settings.Screen.Quality.Ultra,Ultra,Please keep short
Settings.Screen.ResolutionScale,Escala de resolució,Please keep short
Settings.Screen.ScreenHeader,Pantalla,Section label in settings panel
Settings.Screen.ScreenResolution,Resolució de pantalla,
Settings.Screen.VSync,VSync,Label of a dropdown for choosing a VSync mode.
Settings.Screen.VSync.0,Off,A dropdown item indicating VSync mode.
Settings.Screen.VSync.1,On,A dropdown item indicating VSync mode.
Settings.Screen.VSync.2,Every second frame,A dropdown item indicating VSync mode.
Settings.Sound.EnvironmentVolume,Environment volume,
Settings.Sound.Header,Sound,
Settings.Sound.MasterVolume,Master volume,
Settings.Sound.MusicVolume,Music volume,
Settings.Sound.MuteWhenMinimized,Mute audio when minimized or out of focus,
Settings.Sound.UIVolume,UI volume,
Settings.Tutorial.DisableTutorial,Disable tutorial,
Settings.UI.Header,Interface,
Settings.UI.RunInBackground,Run in background,A settings which controls whether the game should run when minimized or out of focus.
Settings.UI.ShowFps,Mostra FPS,
Settings.UI.UIScaleFactor,Escala de la interfície,
Status.Automation.ApiStopped,API aturada.,A warning when the API is stopped.
Status.Automation.ApiStopped.Short,API aturada,A warning when the API is stopped.
Status.Automation.AutomationLoop,Bucle d'automatització.,A warning when there is an infinite loop (a cycle) in the automation.
Status.Automation.AutomationLoop.Short,Bucle d'automatització,A warning when there is an infinite loop (a cycle) in the automation.
Status.BadwaterContamination.Incubation,"Aquest castor ha passat massa temps en aigua contaminada. Ara està bé, però emmalaltirà aviat.",Shown as an status alert when beaver spents too much time in contaminated water (and will get sick soon). Badwater should be the same as Good.Badwater.DisplayName.
Status.BadwaterContamination.Incubation.Short,Castor indisposat,Shown as an status alert when beaver spents too much time in contaminated badwater (and will get sick soon). Please keep short.
Status.Beaver.Dead,Mort,Shown in the beaver info window to explain that the beaver died
Status.BombActivationWarning,Explotarà aviat.,Text shown in entity panel when count down is active for a water source.
Status.Bot.Dead,Destruït.,This shows up when a bot has been destroyed
Status.Breeding.ProgressHalted,"Cria aturada, esperant nutrients",
Status.Breeding.ProgressHalted.Short,Cria aturada,Please keep short.
Status.Buildings.BlockedByContamination,Aquest edifici està bloquejat per aigua tòxica.,Shown as status when badwater contamination affects building and stops it from working. Badwater should be the same as Good.Badwater.DisplayName.
Status.Buildings.BlockedByContamination.Short,Bloquejat per aigua tòxica,Shown as status when badwater contamination affects building and stops it from working (please keep short). Badwater should be the same as Good.Badwater.DisplayName.
Status.Buildings.DirectionalBlocking,La construcció espera que s'acabi la construcció del darrere.,"Status shown on construction sites, that need to be finished in directional order."
Status.Buildings.Flooded,Inundat.,Notification that shows in the selected building's panel when it's flooded.
Status.Buildings.Flooded.Short,Edifici inundat,Alert that shows up when a building is flooded. Please keep short.
Status.Buildings.GateConflict,La porta no es pot obrir perquè està connectada a dos districtes diferents.,A warning shown when gate cannot connect path because of two districts overlapping.
Status.Buildings.GateConflict.Short,Conflicte entre portes,A warning shown when gate cannot connect path because of two districts overlapping. Please keep short.
Status.Buildings.NeedsWater,L'edifici necessita aigua més profunda per funcionar.,
Status.Buildings.NeedsWater.Short,L'edifici necessita aigua,Please keep short.
Status.Buildings.Paused,Pausat.,"Alternative terms: Paused, Switched off"
Status.Buildings.PipeObstructed,Canonada obstruïda.,Text shown in building panel when input pipe of water pump is obstructed.
Status.Buildings.Unconnected,L'edifici no està connectat a cap centre de districte.,Shown when a building isn't connected to a District Center.
Status.Buildings.Unconnected.Short,Edifici desconnectat,Shown when a building isn't connected to a District Center. Please keep short.
Status.Buildings.VerticalBlocking,Espera que s'acabi la construcció inferior.,"Status shown on construction sites, that need to be finished from bottom to top."
Status.ConstructionSites.NoMaterials,No es poden obtenir els materials necessaris.,Shown in the building box when there are no available materials in the nearby storages or no storages nearby
Status.ConstructionSites.NoMaterials.Short,Obra sense materials,Notification that the construction can't be finished. Please keep short.
Status.Distribution.InvalidConnection,L'edifici ha d'estar connectat a dos districtes.,"Shown as status of District Crossing, when both entrances of the building are connected to the same district or when other half is not connected to any district"
Status.Emptying.EmptyingInProgress,L'edifici s'està buidant i no accepta nous béns.,
Status.FixedStockpile.Unreachable,Connecta a un districte per recollir béns.,Text shown in entity panel when a stockpile building is not connected to a district and its goods cannot be collected.
Status.Hauling.NoHaulingPost,Necessita transportistes per funcionar.,Haulers are the same as in Building.HaulingPost.Description.
Status.Homelessness.Stranded,Aïllat.,This status is activated after a beaver or a bot got stranded and cut off from the village.
Status.Homelessness.Stranded.Short,Aïllat,This alert is activated after a beaver or a bot got stranded and cut off from the village. Please keep short
Status.HydroponicGarden.CultivationHalted,Cultiu aturat per falta de treballadors o d'aigua. El cultiu morirà aviat.,"Shown as status of Hydroponic Garden building, when it is not able to produce and its crops are about to die."
Status.HydroponicGarden.CultivationHalted.Short,Cultiu aturat,Alert that shows up when Hydroponic Garden building is not able to produce and growth is stopped. Please keep short.
Status.Inventory.NoGoodSelected,No s'ha seleccionat cap bé.,A warning that no good is selected for storage in warehouse.
Status.Inventory.NoGoodSelected.Short,Cap bé seleccionat,A warning that no good is selected for storage in warehouse. Please keep short.
Status.Inventory.UnwantedStock,Esperant que es retiri l'estoc anterior.,"A warning that there are different goods in a warehouse, than currently selected. Different goods needs to be taken out, before new selected goods can be brought in."
Status.Manufactory.NoRecipe,No s'ha seleccionat cap recepta.,A warning that no recipe is selected for crafting
Status.Manufactory.NoRecipe.Short,Cap recepta,A warning that no recipe is selected for crafting. Please keep short.
Status.Mechanical.NoPower,L'edifici necessita energia per funcionar. Connecta'l a un generador.,
Status.Mechanical.NoPower.Short,Falta energia a l'edifici,Power is not an electrical but mechanical/kinetic energy. Please keep short.
Status.Naming.DuplicateName,Aquest nom ja està en ús.,A warning when there are more than one object with the same name.
Status.Naming.DuplicateName.Short,Noms duplicats,A warning when there are more than one object with the same name.
Status.NaturalResources.Contaminated,Contaminat.,Shown when a plant is dying because it is contaminated. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Status.NaturalResources.Drying,S'asseca.,Shown when a plant is dying because it has no access to the water
Status.NaturalResources.NotEnoughWater,Sense aigua.,Shown when a water plant is dying because its river or lake dried up.
Status.NaturalResources.TooMuchWater,Inundat.,Shown when a plant is dying because it is submerged in water.
Status.Need.BadwaterContamination,Contaminat per aigua tòxica.,This shows up in the selected beaver's panel when it is contaminated. Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Status.Need.BadwaterContamination.Short,Castor contaminat,This shows up as an alert when a beaver is contaminated. Please keep short. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Status.Need.Biofuel,Sense biocombustible.,This shows up when a bot runs out of fuel.
Status.Need.Biofuel.Short,Bot sense biocombustible,This shows up when a bot runs out of fuel. Please keep short. Bot should be the same as Bot.TemplateName.
Status.Need.ChippedTeeth,Dents trencades.,This shows up when a beaver has broken teeth.
Status.Need.ChippedTeeth.Short,Dents trencades,This shows up when a beaver has broken teeth. Please keep short.
Status.Need.Hunger,Famolenc.,This shows up when a beaver's hunger reaches critical levels. Please keep short.
Status.Need.Injury,Ferit.,This shows up in the selected beaver's panel when it has an injury.
Status.Need.Injury.Short,Castor ferit,This shows up as an alert when a beaver has an injury. Please keep short.
Status.Need.Power,Sense energia.,This shows up when a bot runs out of power.
Status.Need.Power.Short,Bot sense energia,This shows up when a bot runs out of power. Please keep short. Bot should be the same as Bot.TemplateName.
Status.Need.Sleep,Esgotat.,
Status.Need.Thirst,Deshidratat.,This shows up on the entity panel when a beaver is extremely thirsty
Status.Object.UnreachableObject,És massa lluny d'un districte i no s'hi pot arribar. Construeix més camins o un nou districte.,"Shown when a building, construction site, demolishable object or rubble is out of a district's range."
Status.RecoveredGoodStack.NoStorage,No hi ha espai d'emmagatzematge disponible. Construeix més magatzems.,Shown on Rubble's panel when there is no storage space for goods. Storage should be translated similar to ToolGroups.Storage
Status.Science.NotEnoughScience,No hi ha prou Punts de ciència per operar.,Shown when the player doesn't have enough Science Points to power a building. Science Points should be the same as Science.SciencePoints
Status.Science.NotEnoughScience.Short,No hi ha prou Punts de ciència,Prompt when player doesn't have enough science points to unlock something. Please keep short. Science Points should be the same as Science.SciencePoints
Status.TimedActivationWarning,S'activarà aviat.,Text shown in entity panel when count down is active for a water source.
Status.TimedComponentActivator.Short,{0} dies,"Text shown in alert area when count down is active, please keep short."
Status.UnstableCoreActivationWarning,Explotarà aviat.,Text shown in entity panel when count down is active for a unstable core.
Status.Wonder.NotEnoughGoods,No hi ha prou materials per iniciar.,Shown when the player tries to activate a Wonder but the building does not have all of its materials stored yet.
Status.Wonder.NotEnoughWorkers,No hi ha prou treballadors per iniciar.,Shown when the player tries to activate a Wonder but there are not enough workers to operate the building.
Status.Work.LackOfResources,No es poden obtenir tots els materials necessaris.,
Status.Work.LackOfResources.Short,Edifici sense béns,Please keep short.
Status.Work.NoUnemployed,No hi ha treballadors disponibles al districte.,Shown when there are no unemployed workers available in a district to work in this building.
Status.Work.NoUnemployed.Short,Edifici sense personal,A notification that lets players know that the building has no workers. Please keep short.
Status.Yielding.NothingToDoInRange,Res a fer a l'abast,
SteamWorkshop.Changelog,Registre de canvis,Label of the text field that allows entering the changelog of the item to be uploaded to Steam Workshop.
SteamWorkshop.Description,Descripció,Label of the text field that allows entering the description of the item to be uploaded to Steam Workshop.
SteamWorkshop.LegalAgreement,"By submitting this item, you agree to the <link><u>workshop terms of service</u></link>.",Tagged text is a highlightable link to the Steam Workshop terms of service. Do not remove or translate tags.
SteamWorkshop.Name,Name,Label of the text field that allows entering the name of the item to be uploaded to Steam Workshop.
SteamWorkshop.Preview,Preview,Label of the preview of the item to be uploaded to Steam Workshop.
SteamWorkshop.RefreshThumbnail,Refresh,Label of a button that tries to load the preview of the item to be uploaded to Steam Workshop.
SteamWorkshop.ShowWorkshopItem,Obre in Steam Workshop,Label of the button that opens the Steam Workshop page of the item that has been uploaded to Steam Workshop.
SteamWorkshop.SteamMapTooltip,Steam Workshop map,Tooltip on the map icon that indicates that the map is from Steam Workshop.
SteamWorkshop.Tags,Tags,Label of the list of tags in Steam Workshop that user can set. It should be translated the same way as Steam is translating it: https://partner.steamgames.com/doc/features/workshop/tags
